	Characteristics	OR	CI	Beta	P	SE
581	s_Propionibacterium_acidifaciens	0	0-Inf	-274243.243622343	0.814670794861186	1168888.87690678
582	sexmale	18824.4482	0-933077260125126	9.84291173861054	0.434042574149041	12.5645905015392
583	BMI	0.1917	0.0016-23.6804	-1.65187621400461	0.501992114164773	2.45741023025461
584	hypertensionyes	0.0011	0-3289471.632	-6.83906482277722	0.539953580097801	11.1455624155282
585	s_Prevotellamassilia_timonensis	0	0-7.5766015455738e+89	-809.193621327379	0.119661931805931	518.443244570437
586	sexmale	159683.2335	0-8178801405217175	11.9809473412806	0.341750190031942	12.5813136051168
587	BMI	0.2244	0.0019-26.9457	-1.49429300282682	0.541227606563331	2.44291585193394
588	hypertensionyes	0.0017	0-4781172.9671	-6.37438431444903	0.566207267063284	11.0992759078682
589	s_Prevotella_oris	Inf	0-Inf	150696.332041621	0.769238468338896	513188.833415789
590	sexmale	13604.9345	0-765502422701026	9.51818783402062	0.451666329622957	12.6292681948273
591	BMI	0.1996	0.0016-24.3824	-1.61135910151001	0.511539074509765	2.45164410848342
592	hypertensionyes	9e-04	0-2929495.3757	-6.9989415831101	0.531353255932812	11.1680011849814
593	s_Prevotella_disiens	Inf	0-Inf	6823.82695711351	0.936212149365581	85189.993790027
594	sexmale	20916.1128	0-1060717991327925	9.94827509022827	0.429571227176776	12.5762486397028
595	BMI	0.2005	0.0016-24.5633	-1.60685260557935	0.512972658343967	2.45311637649179
596	hypertensionyes	0.0012	0-3876234.1839	-6.71500258733786	0.548059039452933	11.16600880432
597	s_Prevotella_denticola	Inf	0-Inf	497816.477901064	0.243554993642965	426018.468102496
598	sexmale	31695.0231	0-1496802211085060	10.3639149484155	0.409216231712486	12.5398940916734
599	BMI	0.1904	0.0016-23.0202	-1.65886698493342	0.498286631372919	2.44654956522431
600	hypertensionyes	0.0021	0-6213011.192	-6.17015263937532	0.579710228312822	11.1287290152076
601	s_Prevotella_buccalis	0	0-Inf	-17476.0367021039	0.513746177681808	26729.0304129386
602	sexmale	20196.525	0-980469614486059	9.91326584041233	0.430378609258212	12.5539729239067
603	BMI	0.1862	0.0015-22.7749	-1.68107319288945	0.493592609006707	2.45241468276862
604	hypertensionyes	9e-04	0-2738537.5326	-7.01315747349374	0.529520022898327	11.140863297004
605	s_Prevotella_bivia	0	0-Inf	-19902.110766992	0.445967808636242	26077.2543888471
606	sexmale	11930.6874	0-596217854514962	9.3868691362419	0.45576629853697	12.5687541365677
607	BMI	0.1887	0.0015-22.9976	-1.66777778709577	0.496694562350755	2.45059486024985
608	hypertensionyes	0.0025	0-8107149.4917	-6.00007439730981	0.591826531053952	11.177720041297
609	s_Porphyromonas_endodontalis	0	0-Inf	-207233.516946594	0.405810300615633	248927.086050982
610	sexmale	14467.8379	0-702654881822546	9.57968338655346	0.446045918256207	12.5541854992999
611	BMI	0.1828	0.0015-22.3074	-1.69960152365933	0.48864621104556	2.45128620265796
612	hypertensionyes	8e-04	0-2347939.0047	-7.16464492806432	0.520625937249692	11.1396394949592
613	s_Porphyromonas_asaccharolytica	Inf	0-Inf	5748.9845118675	0.732489544519797	16802.7127659423
614	sexmale	14061.9921	0-750810955406195	9.55123084275093	0.449138889373838	12.6025225354221
615	BMI	0.2078	0.0017-25.519	-1.571395767668	0.522543044727471	2.45449886342285
616	hypertensionyes	0.0014	0-4447067.4626	-6.56155220537069	0.55694583036831	11.1578100230185
617	s_Piscicoccus_intestinalis	0	0-Inf	-15215.6620693679	0.976839480897748	523655.441265281
618	sexmale	20694.026	0-1148059592165466	9.93760033672798	0.431739984539583	12.6220659511656
619	BMI	0.199	0.0016-24.3575	-1.61467191894205	0.510873115749646	2.45281172895749
620	hypertensionyes	0.0011	0-3549555.7328	-6.79010415127007	0.543357287547499	11.1594067138768
621	s_Phocea_massiliensis	0	0-Inf	-13721.7066452987	0.644557549699908	29712.2134098657
622	sexmale	18872.8823	0-925666071624576	9.84548137411424	0.433726045896528	12.5592108661364
623	BMI	0.1993	0.0016-24.3127	-1.61315977122277	0.510974051603646	2.45110046773436
624	hypertensionyes	0.001	0-3035777.1328	-6.91460152687348	0.535401425439368	11.1431528232136
625	s_Phocaeicola_abscessus	Inf	0-Inf	264094.772037512	0.210711465403794	210535.305522163
626	sexmale	19000.5429	0-878767159760680	9.85222283336417	0.432313679081788	12.5292440066145
627	BMI	0.2338	0.0019-28.3937	-1.45321713085494	0.553328719072151	2.44866526034219
628	hypertensionyes	6e-04	0-1728840.3855	-7.44333716904458	0.504014132557297	11.1256625578425
629	s_Phaseolus_acutifolius	0	0-Inf	-18134.3440493804	0.637030122092288	38391.3704112119
630	sexmale	14470.648	0-734822051401128	9.5798775978409	0.446858584037993	12.5769244291075
631	BMI	0.1912	0.0016-23.3954	-1.65466900029542	0.500441791142888	2.45265785749846
632	hypertensionyes	0.0012	0-3562310.6276	-6.74623566057509	0.545223233366168	11.1388549007883
633	s_Peptostreptococcus_russellii	Inf	0-Inf	127800.112022392	0.945668764478521	1873735.31421323
634	sexmale	18073.6069	0-1055875648487533	9.80220797097816	0.438988764992112	12.6484381863105
635	BMI	0.201	0.0016-24.7245	-1.6043233490157	0.513986355233921	2.455162014081
636	hypertensionyes	0.0012	0-3649177.4912	-6.74472673120866	0.545728207627254	11.1503770849426
637	s_Pediococcus_pentosaceus	Inf	0-Inf	220191.415062378	0.177208786683467	162779.169929143
638	sexmale	13739.6978	0-632311267660299	9.52804456857567	0.447505339348077	12.5267134348858
639	BMI	0.2341	0.0019-28.3432	-1.4520617782691	0.553401393991275	2.44716700151244
640	hypertensionyes	6e-04	0-1612475.6783	-7.50399609426888	0.50037056018624	11.1210598666185
641	s_Parasutterella_secunda	Inf	Inf-Inf	13616.8076333512	1.3698239127027e-05	3077.45906325954
642	sexmale	448.7063	0-10639908388766.2	6.1063686336591	0.616753632399819	12.1884001816671
643	BMI	0.1851	0.0018-19.3797	-1.6868623499641	0.477747355706115	2.37300468079287
644	hypertensionyes	0	0-10985.0424	-11.9561938158678	0.27127473605131	10.8471855426223
645	s_Parascardovia_denticolens	0	0-Inf	-79257.1690761241	0.405303126330991	95100.1242885964
646	sexmale	22681.0247	0-1090615312803638	10.0292839364801	0.424828771826629	12.5490992359983
647	BMI	0.1703	0.0014-20.9926	-1.77024667582938	0.471685246857545	2.45633551040994
648	hypertensionyes	7e-04	0-2258907.9977	-7.20771551570269	0.518208621142176	11.1418916241543
649	s_Paracoccus_alkenifer	Inf	0-Inf	127686.184151079	0.0662207024614131	69247.7435420352
650	sexmale	37913.1561	0-1639068227652622	10.5430534578611	0.39948251301588	12.4948218691606
651	BMI	0.2491	0.0021-29.7796	-1.38995191879579	0.569467041117199	2.44070233804055
652	hypertensionyes	0.0025	0-6733348.8093	-6.00567198941926	0.588413387970958	11.0858444701682
653	s_Paraburkholderia_tropica	Inf	0-Inf	162436.670919849	0.078003028925327	91840.9078590255
654	sexmale	47528.5702	0-2097827431317865	10.7690862873011	0.389866808672843	12.5054042654595
655	BMI	0.1841	0.0015-21.9518	-1.69208774971067	0.488433102798287	2.43925241017773
656	hypertensionyes	0.002	0-5477417.9679	-6.21567610085804	0.575508772115837	11.0876635076518
657	s_Parabacteroides_johnsonii	0	0-Inf	-2278.10954650462	0.561174311254754	3915.81689254621
658	sexmale	26118.4381	0-1294013528616813	10.1703967837691	0.418913932596237	12.5643511541058
659	BMI	0.2029	0.0017-24.7471	-1.59479574678907	0.515735558113806	2.45076635488945
660	hypertensionyes	0.0014	0-4176038.0906	-6.59120423523199	0.554564507518577	11.1408560025693
661	s_Parabacteroides_goldsteinii	Inf	Inf-Inf	3380.95753015332	0.00574649203756373	1215.00707831692
662	sexmale	25344.0909	0-907253488122673	10.1403008822154	0.414109562338048	12.398541900265
663	BMI	0.1571	0.0014-18.0835	-1.85077283111617	0.445271771606113	2.42131207739531
664	hypertensionyes	0.0099	0-24003558.4401	-4.61335146881762	0.675905506422904	11.0240123033041
665	s_Parabacteroides_faecis	0	0-Inf	-2550007.86548149	0.0654135921378887	1378791.48359363
666	sexmale	8799.7329	0-382368324292232	9.08247665157239	0.467968238441669	12.4974126572136
667	BMI	0.2007	0.0017-23.8466	-1.60610051523515	0.510497836834354	2.43762451499578
668	hypertensionyes	0.0053	0-15086443.9076	-5.24329199340447	0.637276894193542	11.1084689477066
669	s_Parabacteroides_distasonis	0	0-Inf	-2090.56104868674	0.59173651932956	3893.62304077175
670	sexmale	22746.3708	0-1115874567509893	10.0321608880136	0.425072432237481	12.5593132499159
671	BMI	0.2134	0.0017-26.1901	-1.54460612486391	0.529581477704349	2.4540752970335
672	hypertensionyes	8e-04	0-2524190.3006	-7.12612218736899	0.523512265164864	11.1569148385809
673	s_Parabacteroides_chinchillae	Inf	Inf-Inf	101297.589789227	0.000865207965738199	30092.2774854893
674	sexmale	2158.6369	0-69122891093980.8	7.67723224932519	0.534394321495826	12.3416708252012
675	BMI	0.0853	7e-04-9.7662	-2.46128051434341	0.309671497947717	2.41847224156383
676	hypertensionyes	0.0322	0-70777684.7113	-3.43711611065266	0.754385118262237	10.9755971591539
677	s_Pantoea_agglomerans	0	0-Inf	-832.245489363866	0.677951570511759	2002.12307016768
678	sexmale	17750.2838	0-876580441644605	9.78415678588493	0.436719494695078	12.5627004113121
679	BMI	0.1895	0.0015-23.2705	-1.66316315255849	0.498526971975529	2.45425962846383
680	hypertensionyes	0.001	0-3054240.5351	-6.91158411045958	0.535636267844091	11.1447069555054
681	s_Paeniclostridium_sordellii	0	0-Inf	-922.434563239704	0.927050513224915	10066.2598284368
682	sexmale	23693.8906	0-1532876057042355	10.0729725129424	0.428360193871699	12.7004845044131
683	BMI	0.1958	0.0016-24.2977	-1.63078949381556	0.507870741822479	2.45978076367415
684	hypertensionyes	0.0011	0-3417804.4599	-6.81089787567954	0.541809722073502	11.1507177590704
685	s_Paenalcaligenes_hominis	Inf	0-Inf	17217.7855943704	0.136119648494329	11520.2826788697
686	sexmale	46848.8631	0-2161301429780183	10.7546820205244	0.391353097688266	12.527961698179
687	BMI	0.181	0.0015-21.7604	-1.70903495315965	0.484839288484454	2.44343115329744
688	hypertensionyes	0.0027	0-7758820.9802	-5.92071064131315	0.594660266155212	11.1148222379524
689	s_Pacaella_massiliensis	0	0-Inf	-346637.469014073	0.245464829306307	297849.590892794
690	sexmale	12305.1031	0-582162644548390	9.41776934036809	0.45328213587707	12.540817164407
691	BMI	0.1909	0.0016-23.0831	-1.65616323685413	0.498988752886883	2.4465621847275
692	hypertensionyes	0.0032	0-9863123.5082	-5.75259655523848	0.606347139654475	11.1514847027942
693	s_Oxalobacter_formigenes	Inf	Inf-Inf	91956.5719217774	0.0429114525856989	45219.9594197656
694	sexmale	54290.516	0-2297835086835183	10.9021048309838	0.383232116399594	12.4839994780607
695	BMI	0.4382	0.0035-54.9678	-0.825175690953594	0.738078618280531	2.46526670755454
696	hypertensionyes	2e-04	0-541586.4447	-8.55110284112056	0.441654615284674	11.0986534761178
697	s_Oscillibacter_ruminantium	0	0-Inf	-8853.61171844447	0.52689119533931	13975.1336432933
698	sexmale	14133.2271	0-703032550661837	9.55628383594545	0.44759770576854	12.5663982006265
699	BMI	0.1824	0.0015-22.392	-1.70176351387484	0.488631414440736	2.45432077144563
700	hypertensionyes	9e-04	0-2726572.3686	-7.02003184193259	0.529163878433386	11.142136570211
701	s_Oryzias_latipes	Inf	0-Inf	528607.506307162	0.75378290266832	1683713.07028779
702	sexmale	11950.8275	0-724344604768934	9.38855580480733	0.45919221091209	12.6672104916864
703	BMI	0.2291	0.0017-30.2635	-1.47339220538104	0.55473607595004	2.49149763550805
704	hypertensionyes	8e-04	0-2691447.7921	-7.17527196723366	0.522804243765239	11.2147254013874
705	s_Oribacterium_parvum	0	0-Inf	-48082.5496564936	0.509837519743741	72862.3469800516
706	sexmale	17704.0941	0-861405414085398	9.78155119532545	0.436564987429444	12.5551199889897
707	BMI	0.1811	0.0015-22.2414	-1.70881112271743	0.486861079394444	2.45447162187969
708	hypertensionyes	9e-04	0-2711753.5425	-7.02349211125051	0.528923491260477	11.1411215094494
709	s_Olsenella_uli	Inf	Inf-Inf	2607996.21751951	0.0424423432033552	1279572.07331342
710	sexmale	34832.4551	0-1453887896149957	10.4583048475564	0.402603356819873	12.4768942975427
711	BMI	0.2617	0.0022-31.1406	-1.34043002508948	0.582912593375523	2.43823537165602
712	hypertensionyes	0.0022	0-5767531.4142	-6.12616332586007	0.580358595196127	11.0683255314462
713	s_Oligella_urethralis	0	0-Inf	-198731.621142694	0.233962801098701	166622.451868343
714	sexmale	12521.847	0-589791986192399	9.43523015644199	0.452364333090389	12.5385514634922
715	BMI	0.1789	0.0015-21.6859	-1.72075969582092	0.482608658683144	2.44766509400612
716	hypertensionyes	6e-04	0-1909767.5966	-7.34453038750173	0.509701768263711	11.126031889256
717	s_Oligella_ureolytica	Inf	0-Inf	3477.54241465394	0.165412287174993	2500.72386897724
718	sexmale	71038.6829	0-3453023053151344	11.1709798368631	0.374318373173934	12.5546156391329
719	BMI	0.182	0.0015-21.9321	-1.70369193014225	0.486433227665196	2.44471506618189
720	hypertensionyes	0.0013	0-3754845.3502	-6.62997235305125	0.5510074590811	11.1063928624221
721	s_Odoribacter_laneus	Inf	Inf-Inf	3365452.36407589	0.0187506575836461	1423753.01015478
722	sexmale	1142.1293	0-50103451125134.1	7.04064964127054	0.573769779393017	12.5022762066886
723	BMI	0.1506	0.0013-17.6791	-1.89343384671527	0.436794870036791	2.43153874729186
724	hypertensionyes	3e-04	0-672721.9513	-8.2476576236555	0.456217622860228	11.054461734046
725	s_Oceaniovalibus_guishaninsula	Inf	Inf-Inf	1342032.92837914	0.00672444358770051	491607.216107782
726	sexmale	69637.4173	0-2563295190324437	11.1510573069435	0.36974454208168	12.412761582892
727	BMI	0.1845	0.0016-21.2324	-1.68993472304607	0.485746279021113	2.42115364128913
728	hypertensionyes	1e-04	0-321885.8791	-8.93807602777309	0.418436621776109	11.0306267228884
729	s_Oceanimonas_smirnovii	Inf	Inf-Inf	113013.549658044	0.00672444358770049	41398.5941439981
730	sexmale	69637.4173	0-2563295190324437	11.1510573069435	0.36974454208168	12.412761582892
731	BMI	0.1845	0.0016-21.2324	-1.68993472304607	0.485746279021113	2.42115364128913
732	hypertensionyes	1e-04	0-321885.8791	-8.93807602777309	0.418436621776109	11.0306267228884
733	s_Oblitimonas_alkaliphila	Inf	0-Inf	77821.903372651	0.120882354991008	50024.873555443
734	sexmale	36892.2674	0-1666390414375120	10.5157572522603	0.401543576564747	12.5171831639302
735	BMI	0.1875	0.0016-22.4782	-1.67400471831614	0.493595387552156	2.44211863383128
736	hypertensionyes	0.0025	0-7280896.6062	-5.97204015392091	0.591262544141272	11.1085738401567
737	s_Neofamilia_massiliensis	0	0-Inf	-198078.835687357	0.245464829306307	170200.008504
738	sexmale	12305.1031	0-582162644548390	9.41776934036809	0.45328213587707	12.540817164407
739	BMI	0.1909	0.0016-23.0831	-1.65616323685413	0.498988752886883	2.4465621847275
740	hypertensionyes	0.0032	0-9863123.5082	-5.75259655523848	0.606347139654475	11.1514847027942
741	s_Neglecta_timonensis	0	0-Inf	-2602.36882965613	0.966971839205174	62794.8609155429
742	sexmale	20278.9945	0-1012901009063610	9.91734087518234	0.430721795994551	12.5684969488015
743	BMI	0.1983	0.0016-24.3798	-1.6177349496058	0.510421844436355	2.45484089388725
744	hypertensionyes	0.0011	0-3502741.8097	-6.77126852609415	0.543884285863969	11.143023020448
745	s_Negativibacillus_massiliensis	Inf	Inf-Inf	3365452.36407589	0.0187506575836461	1423753.01015478
746	sexmale	1142.1293	0-50103451125134.1	7.04064964127054	0.573769779393017	12.5022762066886
747	BMI	0.1506	0.0013-17.6791	-1.89343384671527	0.436794870036791	2.43153874729186
748	hypertensionyes	3e-04	0-672721.9513	-8.2476576236555	0.456217622860228	11.054461734046
749	s_Mycobacterium_tuberculosis	Inf	0-Inf	987833.793614114	0.325402965224906	1002783.48089911
750	sexmale	36711.2964	0-1794253370307184	10.510839790339	0.403271339889725	12.5574110154548
751	BMI	0.2129	0.0018-25.8659	-1.54675816819309	0.528124844952345	2.44881727418908
752	hypertensionyes	0.0013	0-3832215.7135	-6.64622760637492	0.550702297224415	11.12509250792
753	s_Musa_itinerans	0	0-Inf	-36276.8525177156	0.155635416820105	25482.1306055069
754	sexmale	11579.1756	0-531386498689239	9.35696355342692	0.455642951967488	12.5252791777787
755	BMI	0.1352	0.0011-16.7428	-2.00090849167906	0.416408243926034	2.45861023618285
756	hypertensionyes	7e-04	0-2018050.0186	-7.25669212917467	0.5141430772438	11.1093542831658
757	s_Murdochiella_massiliensis	0	0-Inf	-218160.676357139	0.550732553075941	365205.988484962
758	sexmale	42613.97	0-2351821476591133	10.6599374130244	0.398962588003971	12.6194026052204
759	BMI	0.176	0.0014-21.8232	-1.73732827254704	0.480495348799643	2.45933759301198
760	hypertensionyes	8e-04	0-2442550.5029	-7.15417528600895	0.521788105283795	11.1544533803254
761	s_Mucispirillum_schaedleri	Inf	Inf-Inf	1535442.44303982	0.00024189645848847	413067.601195714
762	sexmale	84150.9687	0-2384883549004246	11.3403677108116	0.356501317906848	12.2793668269561
763	BMI	0.1727	0.0016-18.9045	-1.75621325276325	0.464114364625221	2.39572035872835
764	hypertensionyes	0.0075	0-14118393.3762	-4.89615008021431	0.653558998525212	10.8975199388856
765	s_Moryella_indoligenes	Inf	0-Inf	362681.086406677	0.250478365138351	314964.056199189
766	sexmale	35530.4205	0-1693130619062763	10.478144524619	0.404251036517109	12.5444954708652
767	BMI	0.1925	0.0016-23.2858	-1.64746209507814	0.50124849997578	2.44658370281973
768	hypertensionyes	0.0024	0-7280548.9134	-6.02661810753248	0.588811329283472	11.1363953699293
769	s_Mogibacterium_vescum	0	0-Inf	-94216.1597669968	0.40272051427573	112429.137954335
770	sexmale	79296.8772	0-4696297441726164	11.2809540276167	0.373459340417661	12.6554065240783
771	BMI	0.2093	0.0017-25.4651	-1.56414352043417	0.523654667234272	2.44972025591758
772	hypertensionyes	9e-04	0-2599644.7887	-7.05278272566253	0.526963152649578	11.1345245406101
773	s_Mogibacterium_timidum	0	0-Inf	-565744.25777186	0.248657841736766	489420.884590844
774	sexmale	42644.4517	0-2060064953235183	10.6606524557815	0.396386491392024	12.5514599245563
775	BMI	0.2197	0.0018-26.6366	-1.51541400618414	0.536344481394314	2.44780713606835
776	hypertensionyes	0.0014	0-3975233.5405	-6.59644450497096	0.553450105477831	11.1183870212509
777	s_Mobilibacterium_timonense	Inf	0-Inf	12423.5937165175	0.444396094649966	16222.1634404621
778	sexmale	36256.8456	0-1832873637535149	10.4983834878898	0.404471540781524	12.5746315999935
779	BMI	0.2125	0.0017-25.9175	-1.54892629864606	0.527904815488095	2.45094155654798
780	hypertensionyes	0.001	0-2913093.7477	-6.93754130796475	0.533706421515928	11.1338099621993
781	s_Mitsuokella_jalaludinii	Inf	0-Inf	935897.008615767	0.371155130443845	1044870.51699659
782	sexmale	30232.0319	0-1468799675415732	10.3166573005337	0.411891895888988	12.5543697011607
783	BMI	0.1943	0.0016-23.5983	-1.6384239961022	0.503979159164364	2.44877481236317
784	hypertensionyes	6e-04	0-1750658.0099	-7.49117318692281	0.502460929745491	11.1564670754258
785	s_Millionella_massiliensis	Inf	0-Inf	17034.757291267	0.76629775184971	57259.4882314121
786	sexmale	22813.732	0-1141210721195162	10.0351179124043	0.425302230336475	12.5692592946365
787	BMI	0.2029	0.0017-24.8118	-1.59526770743235	0.515880817238205	2.45234066812055
788	hypertensionyes	9e-04	0-2891873.0975	-7.02065052616096	0.530246280754712	11.1724824015019
789	s_Methanosphaera_cuniculi	Inf	0-Inf	8444.02705528127	0.0643438007542054	4547.39671814565
790	sexmale	45377.9576	0-1969317965865338	10.7227817509848	0.39157931059285	12.4967764880156
791	BMI	0.2582	0.0022-30.9183	-1.3539712516337	0.579619403112362	2.44149025049395
792	hypertensionyes	4e-04	0-1187570.9852	-7.74816414836562	0.485308621768454	11.0895840502585
793	s_Merdibacter_massiliensis	Inf	0-Inf	38309.8611330611	0.920077276406358	381480.793010218
794	sexmale	20700.5213	0-1033046920688619	9.93791416348302	0.429750838738965	12.5680483889305
795	BMI	0.2001	0.0016-24.4683	-1.60903992157014	0.512251354200883	2.45225378523742
796	hypertensionyes	0.0012	0-3721613.6134	-6.72774317580697	0.546788375997802	11.1517403444156
797	s_Megamonas_funiformis	Inf	Inf-Inf	1265281.09682901	0.00793523695190118	473282.364441144
798	sexmale	3805.0619	0-143801027811608	8.24408754059453	0.507575323425081	12.4262062082159
799	BMI	0.1732	0.0015-19.9988	-1.75302142943178	0.469926747045189	2.42280331613097
800	hypertensionyes	0.0012	0-2809186.3003	-6.72677511952133	0.541617205298436	11.0077451765501
801	s_Massilioclostridium_coli	0	0-Inf	-155293.475772313	0.143000352261684	105734.946232562
802	sexmale	31287.1808	0-1422002334623024	10.3509637343788	0.409071349885837	12.5203462416836
803	BMI	0.138	0.0011-16.9905	-1.98051659878243	0.420618722548995	2.45569822620041
804	hypertensionyes	7e-04	0-1952833.3276	-7.28521654206332	0.512408056446451	11.1071471462007
805	s_Massilimaliae_massiliensis	Inf	0-Inf	57265.9244392366	0.73237954572927	167301.11618029
806	sexmale	22464.6937	0-1115248991404283	10.0197001869123	0.425870532890777	12.5653846421718
807	BMI	0.1996	0.0016-24.3688	-1.6116582560936	0.511437693387153	2.45151018671597
808	hypertensionyes	0.0012	0-3571847.6024	-6.74775043907593	0.545210103432309	11.1409918340044
809	s_Marseilla_massiliensis	Inf	Inf-Inf	32157.3843951895	0.0325964467793877	14975.3231642277
810	sexmale	80220.4621	0-3375441862122009	11.2925338993762	0.366336819032848	12.4810044558161
811	BMI	0.2431	0.0021-28.7085	-1.41429086062241	0.56172460863329	2.43443067148798
812	hypertensionyes	1e-04	0-339982.5896	-9.02915769612379	0.416846603913501	11.1050037674781
813	s_Marivirga_tractuosa	Inf	Inf-Inf	1342032.92837914	0.00672444358770051	491607.216107782
814	sexmale	69637.4173	0-2563295190324437	11.1510573069435	0.36974454208168	12.412761582892
815	BMI	0.1845	0.0016-21.2324	-1.68993472304607	0.485746279021113	2.42115364128913
816	hypertensionyes	1e-04	0-321885.8791	-8.93807602777309	0.418436621776109	11.0306267228884
817	s_Marinobacter_litoralis	Inf	Inf-Inf	103233.566130745	0.00672444358770049	37816.0363886963
818	sexmale	69637.4173	0-2563295190324437	11.1510573069435	0.36974454208168	12.412761582892
819	BMI	0.1845	0.0016-21.2324	-1.68993472304607	0.485746279021113	2.42115364128913
820	hypertensionyes	1e-04	0-321885.8791	-8.93807602777309	0.418436621776109	11.0306267228884
821	s_Marinicella_litoralis	Inf	Inf-Inf	3578371.22649088	0.0067244435877005	1310812.18624048
822	sexmale	69637.4173	0-2563295190324437	11.1510573069435	0.36974454208168	12.412761582892
823	BMI	0.1845	0.0016-21.2324	-1.68993472304607	0.485746279021113	2.42115364128913
824	hypertensionyes	1e-04	0-321885.8791	-8.93807602777309	0.418436621776109	11.0306267228884
825	s_Mailhella_massiliensis	Inf	Inf-Inf	58310.851608389	8.94795264164928e-10	9201.09587250461
826	sexmale	8797.1301	0-92335134819856.3	9.08218081959647	0.441059456621449	11.7725841960946
827	BMI	0.0876	0.001-7.9704	-2.43463628627962	0.290947060266103	2.30120720153761
828	hypertensionyes	1e-04	0-68532.8022	-9.34495966119174	0.371883859934291	10.448993588999
829	s_Luteimonas_tolerans	Inf	0-Inf	505196.934037351	0.518978750264423	782388.363688793
830	sexmale	14618.2803	0-723037778266406	9.59002809936336	0.445892417717802	12.5634971884981
831	BMI	0.2045	0.0017-24.9322	-1.58695016416784	0.517767359195803	2.45056581228078
832	hypertensionyes	0.0011	0-3220998.4271	-6.84034009958762	0.539511391665632	11.1354806324336
833	s_Levyella_massiliensis	Inf	0-Inf	7648.6138825233	0.984608004407151	396118.478944008
834	sexmale	19420.5553	0-1132450707529638	9.87408733691906	0.435608905951302	12.6474862806425
835	BMI	0.1987	0.0016-24.5351	-1.61590923639563	0.511295932917159	2.45715089351981
836	hypertensionyes	0.0011	0-3531776.7041	-6.78135348743765	0.543623021235868	11.1523801557806
837	s_Leuconostoc_mesenteroides	0	0-Inf	-109446.94559816	0.568877601309005	191891.432599881
838	sexmale	34694.3168	0-1819730334126300	10.4543311716014	0.40714410450073	12.5934354823253
839	BMI	0.211	0.0017-25.8275	-1.55578584221667	0.526371016756007	2.45266650558761
840	hypertensionyes	0.001	0-2972512.9354	-6.92979861139048	0.534395826222327	11.140161668675
841	s_Leuconostoc_lactis	Inf	0-Inf	4631.83424411945	0.786321751289208	17070.0993174823
842	sexmale	20572.8238	0-1014800419278647	9.93172624996968	0.42982018701562	12.5621133198203
843	BMI	0.2001	0.0016-24.4421	-1.60908527984336	0.512149661796403	2.4517314060191
844	hypertensionyes	0.0014	0-4428566.0494	-6.57875269055389	0.556148186069001	11.1644587190319
845	s_Leuconostoc_citreum	0	0-Inf	-4530.80483306613	0.982895924449859	211157.584150942
846	sexmale	20009.5247	0-989687606803675	9.90396367654922	0.431159846872442	12.5634932571576
847	BMI	0.199	0.0016-24.3718	-1.61426674149497	0.510995059929353	2.45290448203308
848	hypertensionyes	0.0012	0-3552130.0157	-6.76582125482456	0.544365709330514	11.1473873677384
849	s_Leptotrichia_wadei	0	0-Inf	-346697.220517359	0.839304486470863	1708154.78409017
850	sexmale	27788.8694	0-1684356770623445	10.2323908376942	0.419879050062054	12.6672292396111
851	BMI	0.1861	0.0015-23.7979	-1.68145025237871	0.497448833630463	2.47502338436589
852	hypertensionyes	0.0011	0-3383182.2832	-6.80695581155613	0.541782467073793	11.1435118061154
853	s_Lawsonella_clevelandensis	Inf	0-Inf	1717427.34099102	0.253172914738122	1499988.55322546
854	sexmale	4229.9623	0-228265541247343	8.34994835246054	0.508321847104468	12.6079501884347
855	BMI	0.1934	0.0016-23.3856	-1.64322964223489	0.502351748831025	2.44660619542617
856	hypertensionyes	0.0022	0-6645361.7193	-6.11092432014945	0.583491007774655	11.1328336753113
857	s_Laribacter_hongkongensis	Inf	0-Inf	133615.678827128	0.0888501482750025	78263.8183926982
858	sexmale	2569.9196	0-125733822699221	7.85162988450378	0.532311901481318	12.5579379518377
859	BMI	0.358	0.0029-44.7733	-1.02728524767393	0.67701387225442	2.46372312890673
860	hypertensionyes	2e-04	0-575102.7879	-8.56602490167635	0.442428346302864	11.1369025341996
861	s_Lampropedia_puyangensis	Inf	0-Inf	19826.0745282854	0.253410459763327	17324.6373032488
862	sexmale	5491.7146	0-283627046664425	8.61099579812518	0.494399163927086	12.5855538147809
863	BMI	0.2212	0.0018-26.8303	-1.50885188415994	0.538167096766454	2.44815469899131
864	hypertensionyes	0.0024	0-7113253.718	-6.04875122627477	0.587425032909223	11.1358273209075
865	s_Lactonifactor_longoviformis	0	0-Inf	-7230.84872141011	0.285074559293934	6751.65464787559
866	sexmale	14195.3208	0-673732000679888	9.56066766872034	0.446523365758916	12.5424417622156
867	BMI	0.1802	0.0015-21.8943	-1.71374857883701	0.484624844594006	2.44896652054059
868	hypertensionyes	7e-04	0-2197274.699	-7.2090008781628	0.517628501459303	11.1284332935735
869	s_Lactococcus_raffinolactis	0	0-Inf	-70602.9137356423	0.231497295559169	58883.2099451192
870	sexmale	14379.655	0-672739914819839	9.57356963763139	0.445644927016559	12.5351072840889
871	BMI	0.1697	0.0014-20.6434	-1.7738423480225	0.469570382638962	2.449611356697
872	hypertensionyes	8e-04	0-2282054.2826	-7.15454796024021	0.520477030890243	11.1199666105389
873	s_Lactobacillus_vaginalis	Inf	0-Inf	34536.2341627772	0.240868793462739	29386.7093331856
874	sexmale	6834.9657	0-340064161601767	8.82980673396135	0.482841832561497	12.5665044348812
