	Characteristics	OR	CI	Beta	P	SE
562	sexmale	0.9498	0.747-1.2076	-0.0515559243072402	0.674257844397922	0.12253638297785
563	BMI	1.0244	0.9775-1.0736	0.024118717004168	0.314049401780652	0.0239150047859878
564	hypertensionyes	0.8724	0.705-1.0796	-0.136533870361273	0.210185782305393	0.108718553537044
565	s_Pseudomonas_oryzihabitans	Inf	0-Inf	1803.96932925445	0.902711101369626	14744.978990908
566	sexmale	0.9494	0.7459-1.2085	-0.0518769545346801	0.67375446408251	0.123097471027896
567	BMI	1.0245	0.9775-1.0737	0.0241867038199568	0.313213267513283	0.0239409420772385
568	hypertensionyes	0.8729	0.7052-1.0805	-0.135880126732724	0.212890240940413	0.108842282840281
569	s_Pseudoglutamicibacter_albus	219823.4822	0-Inf	12.3005801497587	0.984474970924556	631.582369804912
570	sexmale	0.9507	0.7474-1.2093	-0.0505730522781745	0.680714004793959	0.122778278778988
571	BMI	1.0246	0.9777-1.0738	0.024331031124729	0.309777508405579	0.0239130976175785
572	hypertensionyes	0.8737	0.706-1.0812	-0.135054124019353	0.21523973272195	0.108738331539182
573	s_Provencibacterium_massiliense	Inf	0-Inf	1274.61147560396	0.0832040858028128	733.206448110504
574	sexmale	0.9634	0.7583-1.2239	-0.037333790620811	0.760040179472404	0.122118769092732
575	BMI	1.0243	0.9776-1.0732	0.0239972207204349	0.313951795537421	0.0237897273888273
576	hypertensionyes	0.8815	0.713-1.0898	-0.126121946551207	0.244860712563489	0.108231825075951
577	s_Proteus_mirabilis	3.26499157916986e+28	0-3.67110477887779e+79	65.6556397874373	0.274544405002075	59.9740179620028
578	sexmale	0.9438	0.7424-1.1998	-0.0578225916244671	0.637146595012556	0.122455860214057
579	BMI	1.0237	0.9769-1.0728	0.0234559425726969	0.326740051749698	0.023876930442306
580	hypertensionyes	0.8839	0.7139-1.0944	-0.123407643679882	0.258384353982154	0.108974118223924
581	s_Propionibacterium_acidifaciens	0	0-Inf	-9079.27351315053	0.425953975755368	11388.0814670276
582	sexmale	0.949	0.7465-1.2063	-0.0523824434231613	0.669029869929287	0.122412474836803
583	BMI	1.0233	0.9764-1.0725	0.0230373287704567	0.33674045304102	0.0239417009203677
584	hypertensionyes	0.8717	0.7046-1.0784	-0.13733123692942	0.206995202172883	0.10858737326662
585	s_Prevotellamassilia_timonensis	0.0067	0-137.5748	-5.01065514140465	0.323719375751204	5.06878713669113
586	sexmale	0.9631	0.7568-1.2257	-0.0375469134114756	0.760400968045836	0.123006715261826
587	BMI	1.0254	0.9785-1.0745	0.0250637567631057	0.294877735302026	0.0238842353063379
588	hypertensionyes	0.8758	0.708-1.0833	-0.132663026546486	0.222510885908161	0.108516925502623
589	s_Prevotella_oris	Inf	0-Inf	3333.02994775577	0.505704128087966	5001.74601880337
590	sexmale	0.9428	0.7407-1.2	-0.058912695883638	0.632574458727565	0.123089957927238
591	BMI	1.0247	0.9778-1.0738	0.024362443958376	0.308783021988886	0.0238947154744393
592	hypertensionyes	0.8692	0.7022-1.076	-0.140136121656324	0.198967724287818	0.108847858386105
593	s_Prevotella_disiens	0	0-Inf	-437.503012366388	0.598705221791416	830.42038756611
594	sexmale	0.948	0.7455-1.2055	-0.053370916251349	0.6636292957507	0.122591548665336
595	BMI	1.0242	0.9773-1.0734	0.0239458402984457	0.317476821633504	0.0239126423360482
596	hypertensionyes	0.8704	0.7032-1.0774	-0.138816500995158	0.203205133590324	0.108844723967283
597	s_Prevotella_denticola	Inf	0-Inf	4209.86483919018	0.312060037071773	4157.15151311212
598	sexmale	0.9546	0.751-1.2133	-0.0465143439966478	0.704132378303956	0.122366149828331
599	BMI	1.0242	0.9774-1.0733	0.0239404597084983	0.316799905269467	0.0238737941861456
600	hypertensionyes	0.8781	0.7097-1.0863	-0.130034314133216	0.232125745265504	0.108595791329531
601	s_Prevotella_buccalis	6280489.9365	0-7.08108273890481e+228	15.6529585507713	0.952193731672532	260.864219120974
602	sexmale	0.9508	0.7478-1.2089	-0.0504285572659324	0.680945572396202	0.122521554020736
603	BMI	1.0247	0.9777-1.0739	0.02439081230757	0.309025369101792	0.0239345472431191
604	hypertensionyes	0.8738	0.7061-1.0813	-0.134912859959302	0.215684453801515	0.108730191832909
605	s_Prevotella_bivia	0	0-1.51013060224908e+108	-249.044593512056	0.32795114347859	254.151010047988
606	sexmale	0.9447	0.7431-1.2011	-0.0568676058752286	0.642825179461729	0.122496084565547
607	BMI	1.0239	0.9771-1.073	0.0236422303533614	0.323055923051957	0.0238836937993471
608	hypertensionyes	0.8821	0.7125-1.0921	-0.125462322613396	0.250406309948976	0.108938954851943
609	s_Porphyromonas_endodontalis	0	0-Inf	-2646.2883504622	0.276182091393301	2425.56450216257
610	sexmale	0.9469	0.7451-1.2035	-0.0545374394708865	0.656056645906573	0.122328940509227
611	BMI	1.0235	0.9767-1.0725	0.0232217833472654	0.331758206169341	0.0238855196199512
612	hypertensionyes	0.8692	0.7027-1.0753	-0.140135577709473	0.197724749522189	0.10854549641226
613	s_Porphyromonas_asaccharolytica	0	0-9.91257952232075e+67	-164.12029808721	0.316660232427926	163.615971391412
614	sexmale	0.9604	0.7551-1.2216	-0.0403985002660063	0.742242029069665	0.122716730050561
615	BMI	1.0234	0.9766-1.0725	0.0231465678822505	0.333629142606511	0.0239006177997666
616	hypertensionyes	0.8684	0.7018-1.0744	-0.141151229933592	0.194927820973347	0.108648880150908
617	s_Piscicoccus_intestinalis	2.07932315998752e+38	0-Inf	88.2302759706795	0.986227865624959	5106.92032144269
618	sexmale	0.9506	0.7468-1.21	-0.0506237811586655	0.681190720511403	0.123095990273388
619	BMI	1.0246	0.9777-1.0738	0.0243403212538207	0.309750871687328	0.0239209088193933
620	hypertensionyes	0.8737	0.7059-1.0814	-0.135026463760181	0.215725427161424	0.108831488095758
621	s_Phocea_massiliensis	8.87523524505333e+97	0-Inf	225.534018861918	0.436699735700755	289.569573817493
622	sexmale	0.9517	0.7487-1.2098	-0.0494859619417495	0.686292529746218	0.12239967746003
623	BMI	1.0246	0.9778-1.0737	0.0243349576744117	0.309191597788756	0.0238879583972705
624	hypertensionyes	0.8756	0.7078-1.0834	-0.132793207159438	0.222407397289884	0.108599045432601
625	s_Phocaeicola_abscessus	Inf	0-Inf	2272.33235183563	0.269627754769069	2054.47014821437
626	sexmale	0.9504	0.7479-1.2078	-0.0508489297139683	0.677796650166892	0.122264328671343
627	BMI	1.026	0.9791-1.0752	0.0257031262345539	0.282969201130606	0.0238948506421077
628	hypertensionyes	0.8686	0.7021-1.0745	-0.140900194954573	0.195387819507696	0.108567736643998
629	s_Phaseolus_acutifolius	0	0-8.64496370859526e+231	-199.710203968419	0.594127028779695	374.369559883268
630	sexmale	0.9475	0.745-1.2049	-0.0539686602822042	0.660231097957302	0.122642604647294
631	BMI	1.0242	0.9773-1.0733	0.023869038404265	0.319113673974324	0.0239168446664197
632	hypertensionyes	0.8739	0.7063-1.0812	-0.134838848125433	0.215469037398191	0.108619415304692
633	s_Peptostreptococcus_russellii	Inf	0-Inf	5788.25644789647	0.751616783734675	18270.4560349859
634	sexmale	0.9465	0.7433-1.2054	-0.0549487400288315	0.656268315452082	0.123332645780473
635	BMI	1.025	0.978-1.0743	0.0247154148758174	0.302749494538446	0.0239398432087883
636	hypertensionyes	0.8747	0.7068-1.0825	-0.133869279228172	0.219226178218261	0.108725321425401
637	s_Pediococcus_pentosaceus	Inf	0-Inf	1351.49742399438	0.396185439524467	1590.5252907836
638	sexmale	0.9487	0.7463-1.2059	-0.0527153471919483	0.667019582692883	0.122399288172175
639	BMI	1.0256	0.9787-1.0749	0.0253165243429697	0.290591881575932	0.0239114194302066
640	hypertensionyes	0.8697	0.7029-1.0761	-0.139618021931806	0.1998723786998	0.108664560618382
641	s_Parasutterella_secunda	4.67419308530243e+38	4471130391093.41-4.8864781582328e+64	89.0402900795426	0.00385980955147486	30.5671569913494
642	sexmale	0.9275	0.7316-1.1759	-0.0752397933099233	0.534763446653662	0.121062452551945
643	BMI	1.0241	0.9779-1.0726	0.0238456628000138	0.312531909354161	0.0235700963450591
644	hypertensionyes	0.8445	0.6837-1.043	-0.169024380785396	0.117787130872574	0.107740709650398
645	s_Parascardovia_denticolens	0	0-Inf	-859.198846268978	0.35487393296587	927.195118655382
646	sexmale	0.9521	0.7491-1.2102	-0.0490413060694993	0.68884200417214	0.122349614600187
647	BMI	1.0229	0.976-1.072	0.0226233036440754	0.345618515316293	0.0239484681231386
648	hypertensionyes	0.8695	0.7027-1.0758	-0.139846114075009	0.198997408981832	0.108629800473793
649	s_Paracoccus_alkenifer	2.06983746878394e+166	0-Inf	382.956595523711	0.573146561963729	678.921391870954
650	sexmale	0.9527	0.7493-1.2112	-0.0484967073681083	0.692482458864317	0.122502213367296
651	BMI	1.0253	0.9783-1.0745	0.0249981822046701	0.297047831752708	0.0239292277802425
652	hypertensionyes	0.8756	0.7076-1.0835	-0.132828436006096	0.222663867916269	0.10868826293499
653	s_Paraburkholderia_tropica	Inf	0-Inf	1026.75366575599	0.254080557552441	898.479188398405
654	sexmale	0.9561	0.7522-1.2151	-0.0449393073324551	0.713641478605252	0.122340313667967
655	BMI	1.0241	0.9773-1.0732	0.023828774066859	0.318844406448164	0.0238631953547262
656	hypertensionyes	0.8767	0.7088-1.0844	-0.131608563881774	0.226001530046203	0.10847056221266
657	s_Parabacteroides_johnsonii	29288963971457.1	0-9.02762987942952e+45	31.0082319047345	0.417217046289209	38.1675444597708
658	sexmale	0.9474	0.7452-1.2044	-0.0540688163159092	0.659178087006069	0.122464978430256
659	BMI	1.0244	0.9775-1.0735	0.0240840936416427	0.314190862123222	0.0238876679828433
660	hypertensionyes	0.8715	0.7044-1.0781	-0.137596440815808	0.206133506670221	0.108590143121191
661	s_Parabacteroides_goldsteinii	69636815678.1863	5.0008-9.69693968772087e+20	24.9665592253298	0.037035042403419	11.9168127419234
662	sexmale	0.9525	0.7505-1.2089	-0.048660632725473	0.689339612078936	0.12160513690424
663	BMI	1.0228	0.9763-1.0716	0.0225726881788369	0.34265347088089	0.0237482753236694
664	hypertensionyes	0.8876	0.7181-1.0972	-0.119184035300708	0.271251377190876	0.108123724237982
665	s_Parabacteroides_faecis	0	0-0	-32873.7972637276	0.0146514964382315	13386.9689650822
666	sexmale	0.9408	0.7417-1.1934	-0.0609866187367294	0.615621551197045	0.121339939633143
667	BMI	1.0247	0.9783-1.0734	0.0244165759895118	0.303096559892215	0.0236673957730867
668	hypertensionyes	0.891	0.7212-1.1007	-0.115414034589456	0.285471205242964	0.107854400626945
669	s_Parabacteroides_distasonis	718721.2864	0-1.54278614142223e+38	13.4852289209871	0.72282331522367	37.9829564170173
670	sexmale	0.95	0.7472-1.2079	-0.0512568053427163	0.675994197460372	0.122518241443493
671	BMI	1.0242	0.9772-1.0734	0.0238895540680853	0.319164557870108	0.0239399228110245
672	hypertensionyes	0.8756	0.7074-1.0838	-0.132847510661927	0.223231326512796	0.108837605907067
673	s_Parabacteroides_chinchillae	4.53854567727877e+299	2.24780539330171e+47-Inf	689.985549430553	0.0206105754867631	296.405150867533
674	sexmale	0.9365	0.738-1.1885	-0.065574166211262	0.590011492421583	0.121563906376484
675	BMI	1.0187	0.9723-1.0674	0.0185505672070472	0.436777512573127	0.023821647596309
676	hypertensionyes	0.8937	0.723-1.1046	-0.112409336199705	0.299308923392351	0.108108252470722
677	s_Pantoea_agglomerans	389.9473	0-1.6360416340536e+19	5.96601152818067	0.760200277037285	19.528257614924
678	sexmale	0.9516	0.7485-1.21	-0.0495722670280318	0.686100143086381	0.122533751109849
679	BMI	1.025	0.978-1.0742	0.0246904441457909	0.30320615080221	0.0239382957984372
680	hypertensionyes	0.8745	0.7067-1.0821	-0.134131546413494	0.218232528071002	0.108702962226851
681	s_Paeniclostridium_sordellii	5.37215385242893e+20	0-1.82653681819655e+104	47.7329307778244	0.627040535928423	98.1318064379554
682	sexmale	0.9425	0.7394-1.2013	-0.0592541181844701	0.632597703850754	0.123811774015062
683	BMI	1.0256	0.9785-1.0749	0.0252585393125319	0.293063287697973	0.0239793859779757
684	hypertensionyes	0.8753	0.7074-1.0832	-0.133142815466731	0.221639382782226	0.108703738570922
685	s_Paenalcaligenes_hominis	3.12755341938427e+59	0-1.79328710077266e+155	136.9927715304	0.22430931321775	112.495902137047
686	sexmale	0.9573	0.7532-1.2167	-0.043636149827825	0.721583252164502	0.122335917655911
687	BMI	1.0238	0.9771-1.0729	0.0235643223052043	0.324174478628401	0.0238601777024216
688	hypertensionyes	0.8795	0.711-1.088	-0.128350939232694	0.237955803701572	0.108536568902496
689	s_Pacaella_massiliensis	0	0-Inf	-496.067393788432	0.864824808683232	2911.41124061599
690	sexmale	0.9502	0.7472-1.2082	-0.0511119726932578	0.677020108592662	0.122583603185496
691	BMI	1.0246	0.9776-1.0737	0.0242676972127208	0.311066342772377	0.0239145826057067
692	hypertensionyes	0.8749	0.7066-1.0833	-0.133668782177179	0.221090363746549	0.109003197942811
693	s_Oxalobacter_formigenes	Inf	2.86191504722326e+218-Inf	1359.32285522643	0.00204859029852073	436.891741814309
694	sexmale	0.965	0.7618-1.2223	-0.035638269991904	0.767844020481094	0.12061391356302
695	BMI	1.0366	0.9893-1.0862	0.0359731244279557	0.132052930069234	0.0238181254410757
696	hypertensionyes	0.8509	0.6896-1.05	-0.161419700909566	0.13332172213905	0.107229420618522
697	s_Oscillibacter_ruminantium	0	0-9.04994370008221e+67	-110.536999286078	0.417807607012588	136.23110155785
698	sexmale	0.9467	0.7447-1.2037	-0.0547377743696211	0.655322306177179	0.122498597378888
699	BMI	1.0235	0.9766-1.0726	0.0232194864390826	0.332602800064249	0.0239249821006762
700	hypertensionyes	0.8709	0.7039-1.0775	-0.138218478390289	0.204198047234233	0.108614742256601
701	s_Oryzias_latipes	Inf	0-Inf	9787.24643634194	0.551434689553321	16413.0075167551
702	sexmale	0.9418	0.7394-1.1997	-0.059929393623816	0.627808658684077	0.123481265712828
703	BMI	1.0273	0.9795-1.0774	0.0269115878535442	0.268762195445894	0.0242873742214174
704	hypertensionyes	0.8671	0.6999-1.0743	-0.142585273712236	0.193180916652653	0.109322292235847
705	s_Oribacterium_parvum	3.80595162767316e+118	0-Inf	273.041607032599	0.701218108860568	710.939051572795
706	sexmale	0.9515	0.7484-1.2097	-0.0497333940426358	0.68506226676839	0.12250394706334
707	BMI	1.0252	0.9782-1.0745	0.0248746802618658	0.299834575954871	0.0239489914790864
708	hypertensionyes	0.8748	0.707-1.0826	-0.133703256806256	0.219719923207582	0.108707153799942
709	s_Olsenella_uli	Inf	0-Inf	10247.1104695907	0.415028004159151	12553.8484432005
710	sexmale	0.9529	0.7496-1.2113	-0.048233783845307	0.693847180267775	0.122410486536789
711	BMI	1.0257	0.9787-1.075	0.0254000250851942	0.289208910301149	0.0239214640292661
712	hypertensionyes	0.8758	0.7079-1.0836	-0.132588753261933	0.223084432758895	0.108591054884447
713	s_Oligella_urethralis	0	0-9.29786716051859e+182	-2755.63230987934	0.0901917569000142	1620.88397032681
714	sexmale	0.9447	0.7438-1.1998	-0.0568941135746365	0.641247550591909	0.12197358069338
715	BMI	1.0231	0.9764-1.072	0.0228332674728464	0.33838360489995	0.0238106033797762
716	hypertensionyes	0.8667	0.701-1.0715	-0.143059845752578	0.18728686808768	0.108232753392019
717	s_Oligella_ureolytica	28566091.9908	0-1.84949675833821e+28	17.167730977689	0.483124358021193	24.4487577580152
718	sexmale	0.9568	0.7522-1.217	-0.0441551716764666	0.719305318131059	0.122742362846997
719	BMI	1.0242	0.9773-1.0733	0.0238811827769458	0.318551377935019	0.0239011780476572
720	hypertensionyes	0.8742	0.7066-1.0816	-0.134424633411387	0.216727024035203	0.108583563354303
721	s_Odoribacter_laneus	Inf	0-Inf	11236.7170279158	0.422953354894382	14003.0504776269
722	sexmale	0.9418	0.7401-1.1985	-0.0599730329849107	0.626111322168523	0.122963746913141
723	BMI	1.0237	0.9768-1.0728	0.023392837035877	0.328809059592969	0.0239149343838312
724	hypertensionyes	0.8693	0.7025-1.0758	-0.140053618293812	0.198721783208483	0.10872404452231
725	s_Oceaniovalibus_guishaninsula	Inf	0-Inf	3279.30565763661	0.499661781358789	4851.95567682126
726	sexmale	0.9537	0.7501-1.2126	-0.0473671126172975	0.699305197917281	0.1225087164179
727	BMI	1.0244	0.9776-1.0736	0.0241413123800531	0.313208262664101	0.0238957642796962
728	hypertensionyes	0.869	0.702-1.0757	-0.140419985451548	0.198143259235558	0.108867628857752
729	s_Oceanimonas_smirnovii	8.54239350843834e+119	0-Inf	276.152667305132	0.499661781358789	408.586646590949
730	sexmale	0.9537	0.7501-1.2126	-0.0473671126172975	0.699305197917281	0.1225087164179
731	BMI	1.0244	0.9776-1.0736	0.0241413123800531	0.313208262664101	0.0238957642796962
732	hypertensionyes	0.869	0.702-1.0757	-0.140419985451548	0.198143259235558	0.108867628857752
733	s_Oblitimonas_alkaliphila	1.35830992127338e+211	0-Inf	486.151695843747	0.321035779276793	489.067381420104
734	sexmale	0.9545	0.7509-1.2132	-0.0465859694529021	0.703716624893354	0.122374042304263
735	BMI	1.0242	0.9774-1.0733	0.0239476003210466	0.316686992786754	0.0238753340184136
736	hypertensionyes	0.878	0.7096-1.0863	-0.130127765673406	0.231821224685696	0.108602795633177
737	s_Neofamilia_massiliensis	0	0-Inf	-283.467485680509	0.864824808683232	1663.66593429312
738	sexmale	0.9502	0.7472-1.2082	-0.0511119726932578	0.677020108592662	0.122583603185496
739	BMI	1.0246	0.9776-1.0737	0.0242676972127208	0.311066342772377	0.0239145826057067
740	hypertensionyes	0.8749	0.7066-1.0833	-0.133668782177179	0.221090363746549	0.109003197942811
741	s_Neglecta_timonensis	4.2458036300894e+103	0-Inf	238.612195692386	0.697020310653098	612.24373023524
742	sexmale	0.9495	0.7468-1.2073	-0.051804349020528	0.67279274449398	0.122541611577641
743	BMI	1.0251	0.9781-1.0743	0.0247785444087001	0.301409914398158	0.0239344577580795
744	hypertensionyes	0.8735	0.706-1.0808	-0.135243765476501	0.214198589789724	0.108643380694989
745	s_Negativibacillus_massiliensis	Inf	0-Inf	11236.7170279158	0.422953354894382	14003.0504776269
746	sexmale	0.9418	0.7401-1.1985	-0.0599730329849107	0.626111322168523	0.122963746913141
747	BMI	1.0237	0.9768-1.0728	0.023392837035877	0.328809059592969	0.0239149343838312
748	hypertensionyes	0.8693	0.7025-1.0758	-0.140053618293812	0.198721783208483	0.10872404452231
749	s_Mycobacterium_tuberculosis	0	0-Inf	-2163.79942994183	0.825322398860212	9795.15868250788
750	sexmale	0.9496	0.7466-1.2076	-0.0517518035079771	0.673403494626611	0.122660410627792
751	BMI	1.0245	0.9776-1.0737	0.0241849486327781	0.312825049372268	0.0239199729972035
752	hypertensionyes	0.8734	0.7058-1.0807	-0.135405040350098	0.213764200845266	0.108669566809128
753	s_Musa_itinerans	0	0-1920200802561.38	-457.650314948381	0.065926502108285	247.925390729361
754	sexmale	0.9443	0.7437-1.1991	-0.0572974537696775	0.638582203545179	0.12186322965765
755	BMI	1.0196	0.9729-1.0686	0.0194340183699784	0.417211827821378	0.0239207589386231
756	hypertensionyes	0.8683	0.7025-1.0732	-0.141236370989206	0.192356974580172	0.108087155035991
757	s_Murdochiella_massiliensis	0	0-Inf	-5214.38957728251	0.143032986759952	3550.62163395544
758	sexmale	0.9682	0.7613-1.2314	-0.032308209761608	0.792480499929366	0.122688907932665
759	BMI	1.0216	0.9748-1.0706	0.021354220510501	0.37254781987927	0.0239102795087595
760	hypertensionyes	0.8657	0.6999-1.0707	-0.144250396912057	0.184515977417063	0.108446314507139
761	s_Mucispirillum_schaedleri	Inf	0-Inf	3082.78304695108	0.454875374868408	4119.60228903784
762	sexmale	0.9536	0.7501-1.2123	-0.0475312481657172	0.698210942274654	0.122464476860038
763	BMI	1.0243	0.9775-1.0734	0.0240418387300053	0.315146528804838	0.0238929779172772
764	hypertensionyes	0.8769	0.7087-1.0851	-0.131361094663425	0.227780640599368	0.108683053222075
765	s_Moryella_indoligenes	0	0-Inf	-2447.61597797799	0.426751764679032	3075.33640186457
766	sexmale	0.9471	0.745-1.2041	-0.0543053413040696	0.657836192753204	0.122485543366825
767	BMI	1.0249	0.978-1.074	0.0245633520782761	0.304695170599594	0.0238886557796035
768	hypertensionyes	0.8692	0.7024-1.0757	-0.140162282393399	0.198426855003466	0.108736731676584
769	s_Mogibacterium_vescum	0	0-1.09146241096658e+267	-1529.55023352773	0.163183945636809	1094.09590398755
770	sexmale	0.9724	0.7638-1.2378	-0.0280357777574244	0.820082433367289	0.123155159714159
771	BMI	1.0254	0.9786-1.0745	0.0251202538869659	0.292884865393269	0.0238392728671759
772	hypertensionyes	0.8696	0.7032-1.0754	-0.139678196142791	0.19840053397899	0.108354808320939
773	s_Mogibacterium_timidum	0	0-Inf	-121.423493864436	0.979768710415449	4784.06141866355
774	sexmale	0.951	0.7477-1.2095	-0.050255893514701	0.682389995478075	0.122689809657736
775	BMI	1.0246	0.9777-1.0738	0.0243506069421929	0.309673345418387	0.0239271760741961
776	hypertensionyes	0.8736	0.706-1.081	-0.135090596416929	0.214877483908629	0.108681603218881
777	s_Mobilibacterium_timonense	4037549018090542	0-2.5003866892039e+150	35.9344142240893	0.820640527306506	158.351936286027
778	sexmale	0.9525	0.7488-1.2115	-0.0486943321213454	0.691877208027264	0.122746714348583
779	BMI	1.0248	0.9779-1.074	0.0245145620767654	0.306384104454334	0.0239247584101646
780	hypertensionyes	0.8732	0.7057-1.0805	-0.135605681545649	0.213141195227801	0.108682197181999
781	s_Mitsuokella_jalaludinii	Inf	0-Inf	5630.22722404984	0.581341732229191	10198.7898843982
782	sexmale	0.9532	0.7497-1.212	-0.0479255234787531	0.696012847611625	0.122540904954648
783	BMI	1.0245	0.9776-1.0736	0.0241757852338235	0.312645881829622	0.0239020427691713
784	hypertensionyes	0.8698	0.7027-1.0768	-0.139451665394507	0.201363735137854	0.108896233268725
785	s_Millionella_massiliensis	0	0-1.0159905258918e+195	-643.135459521154	0.24937933167114	557.222151366937
786	sexmale	0.9461	0.7444-1.2024	-0.055435826420152	0.650737281972217	0.122318063286565
787	BMI	1.0239	0.9772-1.073	0.0236662785426087	0.322186873571391	0.0238650149552876
788	hypertensionyes	0.8818	0.7126-1.0913	-0.125760651206743	0.248357284565328	0.108725293783867
789	s_Methanosphaera_cuniculi	6.55481173462114e+23	0-4.91612221949034e+61	54.8396565347847	0.218769558373326	44.4951807096017
790	sexmale	0.9559	0.7522-1.2148	-0.0450895942551104	0.712586490168633	0.122277945511757
791	BMI	1.0264	0.9794-1.0756	0.0260109155984583	0.277146546748244	0.0238893935651074
792	hypertensionyes	0.8681	0.7018-1.0738	-0.141464655736808	0.193368412466562	0.108508906720543
793	s_Merdibacter_massiliensis	0	0-Inf	-1439.24772955781	0.69907808742383	3719.46803885781
794	sexmale	0.9496	0.7468-1.2073	-0.0517593389918303	0.67305509215093	0.122539470269459
795	BMI	1.0245	0.9776-1.0736	0.024186944603197	0.312577064886445	0.0239096692270804
796	hypertensionyes	0.8721	0.7047-1.0793	-0.136810848496007	0.209314024894332	0.108730354315856
797	s_Megamonas_funiformis	Inf	0-Inf	6058.98454017972	0.19444684570155	4658.76746039517
798	sexmale	0.9433	0.7422-1.1989	-0.0583589219324936	0.63364479332046	0.122317689160792
799	BMI	1.0239	0.9772-1.0729	0.0236584160118003	0.322021658300743	0.0238489284625185
800	hypertensionyes	0.8738	0.7066-1.0805	-0.134909299350604	0.214115647114042	0.108355030514159
801	s_Massilioclostridium_coli	0	0-Inf	-451.283115845967	0.66304644636711	1034.67385879722
802	sexmale	0.9521	0.7488-1.2105	-0.0491146451776457	0.688807844252789	0.12251838602979
803	BMI	1.0235	0.9764-1.0729	0.0232612271167987	0.333856706153025	0.0240303404907941
804	hypertensionyes	0.8723	0.7049-1.0794	-0.136618265412027	0.209783189851587	0.108689465569037
805	s_Massilimaliae_massiliensis	Inf	0-Inf	1205.45748432841	0.460281922312807	1630.3826334799
806	sexmale	0.9532	0.7498-1.2117	-0.0479458678621473	0.695680967746085	0.122452171099175
807	BMI	1.0247	0.9778-1.0738	0.0243545663825233	0.308853067746738	0.0238904540834835
808	hypertensionyes	0.8741	0.7065-1.0813	-0.134606840383997	0.216054138807975	0.108571180041189
809	s_Marseilla_massiliensis	3.62002098604117e+175	7.9380776712958e+51-1.65084702896832e+299	404.238871097028	0.00574739429075888	145.273142966977
810	sexmale	0.9676	0.7632-1.2267	-0.0329416413200206	0.785759621114768	0.121076168093149
811	BMI	1.0272	0.9807-1.0759	0.0268255825977561	0.256936747167711	0.0236160108936458
812	hypertensionyes	0.8492	0.6875-1.0488	-0.163495679924932	0.13018976082646	0.107727812099263
813	s_Marivirga_tractuosa	Inf	0-Inf	3279.30565763661	0.499661781358789	4851.95567682126
814	sexmale	0.9537	0.7501-1.2126	-0.0473671126172975	0.699305197917281	0.1225087164179
815	BMI	1.0244	0.9776-1.0736	0.0241413123800531	0.313208262664101	0.0238957642796962
816	hypertensionyes	0.869	0.702-1.0757	-0.140419985451548	0.198143259235558	0.108867628857752
817	s_Marinobacter_litoralis	3.57209116955064e+109	0-Inf	252.25492632243	0.499661781358789	373.228314026185
818	sexmale	0.9537	0.7501-1.2126	-0.0473671126172975	0.699305197917281	0.1225087164179
819	BMI	1.0244	0.9776-1.0736	0.0241413123800531	0.313208262664101	0.0238957642796962
820	hypertensionyes	0.869	0.702-1.0757	-0.140419985451548	0.198143259235558	0.108867628857752
821	s_Marinicella_litoralis	Inf	0-Inf	8743.87860387909	0.499661781358789	12937.1628810297
822	sexmale	0.9537	0.7501-1.2126	-0.0473671126172975	0.699305197917281	0.1225087164179
823	BMI	1.0244	0.9776-1.0736	0.0241413123800531	0.313208262664101	0.0238957642796962
824	hypertensionyes	0.869	0.702-1.0757	-0.140419985451548	0.198143259235558	0.108867628857752
825	s_Mailhella_massiliensis	8.7208716531138e+193	3.5485033207354e+115-2.14325859428313e+272	446.564642140995	2.02909293373678e-06	92.092260475451
826	sexmale	0.9449	0.75-1.1904	-0.0566988779908671	0.630743626405907	0.117829865624561
827	BMI	1.0182	0.9733-1.0652	0.0180360947176822	0.434224454839655	0.0230324056991157
828	hypertensionyes	0.8566	0.6978-1.0514	-0.154828967191526	0.139842130766194	0.104582264182242
829	s_Luteimonas_tolerans	Inf	0-Inf	788.074487800153	0.917866941938402	7635.55279890527
830	sexmale	0.9504	0.7473-1.2085	-0.0509056832332433	0.678317363033181	0.122610778193823
831	BMI	1.0247	0.9777-1.0738	0.024370082838681	0.30905707705948	0.0239157757390993
832	hypertensionyes	0.8735	0.7059-1.0809	-0.135234172548699	0.214361292735078	0.10867435439512
833	s_Levyella_massiliensis	0	0-Inf	-3785.86233823788	0.32710167129814	3856.69781089257
834	sexmale	0.9642	0.7574-1.2274	-0.0364896362383564	0.767191334863241	0.123138745715376
835	BMI	1.0262	0.9792-1.0754	0.0258490378372986	0.280823451388863	0.0239233688297841
836	hypertensionyes	0.8774	0.7092-1.0855	-0.130759440652542	0.229480101482963	0.108582059205373
837	s_Leuconostoc_mesenteroides	0	0-Inf	-429.380186459442	0.818771488185203	1872.29127573521
838	sexmale	0.9529	0.7489-1.2124	-0.0482526716034261	0.69483161632566	0.122874581035915
839	BMI	1.0249	0.9779-1.0741	0.0245535294490797	0.305738191309191	0.0239307510423083
840	hypertensionyes	0.8731	0.7055-1.0804	-0.135745393846261	0.212724806360742	0.108694938695001
841	s_Leuconostoc_lactis	0	0-1.01763864986177e+126	-36.1627752533448	0.828192905466115	166.482643808605
842	sexmale	0.9506	0.7477-1.2086	-0.0506489746734522	0.679616977351664	0.122516793746191
843	BMI	1.0246	0.9777-1.0738	0.0243003844496866	0.310352829892452	0.0239114441451797
